priority,use,topics,dewlab_tutorials,channel,title,note,minutes,format,url,nebula_url,views,video_id
B,companion,binary & number representation; AI & machine learning,numbers-a-computer-can-hold; how-a-computer-stores-a-number,Julia Turc,How LLMs survive in low precision | Quantization Fundamentals,How LLMs survive in low precision: quantisation fundamentals,20.6,explainer,https://www.youtube.com/watch?v=qoQJq5UwV1c,,75000,qoQJq5UwV1c
B,companion,binary & number representation; history,numbers-a-computer-can-hold,LaurieWired,The Original Sin of Computing...that no one can fix,The original sin of computing that no one can fix,22.3,explainer,https://www.youtube.com/watch?v=Fu3laL5VYdM,,1500000,Fu3laL5VYdM
B,companion,binary & number representation; logic,bits-that-flip,Stand-up Maths,The Fairest Sharing Sequence Ever,The fairest sharing sequence (Thue-Morse),10.2,explainer,https://www.youtube.com/watch?v=prh72BLNjIk,,230000,prh72BLNjIk
B,companion,binary & number representation; exponentials & logarithms,numbers-a-computer-can-hold,Steve Mould,Why a Watch Beep Is Exactly 2¹¹ Hz (2048 Hz),Why a watch beep is exactly 2048 Hz (2 min),2.9,explainer,https://www.youtube.com/watch?v=w0VA9kbIL3g,,231000,w0VA9kbIL3g
B,companion,binary & number representation; numbers,numbers-and-their-families,TheGrayCuber,"base 10, but with weird digits","Base 10, but with weird digits",13.2,explainer,https://www.youtube.com/watch?v=Bh7o_Q1O1NA,,277000,Bh7o_Q1O1NA
B,companion,binary & number representation; compression & error correction,bits-that-flip,Veritasium,The Universe is Hostile to Computers,The universe is hostile to computers: bit flips from cosmic rays,23.1,explainer,https://www.youtube.com/watch?v=AaZ_RSt0KP8,,26000000,AaZ_RSt0KP8
B,companion,binary & number representation; how computers work,everything-is-ones-and-zeros,engineerguy,The Whiffletree: A mechanical digital-to-analog converter,The whiffletree: a mechanical digital-to-analogue converter,2.5,explainer,https://www.youtube.com/watch?v=G_SC7oWL78A,,168000,G_SC7oWL78A
B,companion,binary & number representation; numbers,how-a-computer-stores-a-number,minutephysics,How to Subtract By Adding,How to subtract by adding: complements,3.2,explainer,https://www.youtube.com/watch?v=PS5p9caXS4U,https://nebula.tv/videos/minute-physics-how-to-subtract-by-adding/,3100000,PS5p9caXS4U
B,build seed,calculus; simulation,project-ideas,3Blue1Brown,"Differential equations, a tourist's guide | DE1",Differential equations tourist's guide; pendulum simulation stepping forward in time,27.3,explainer,https://www.youtube.com/watch?v=p_di4Zn4wz4,,6000000,p_di4Zn4wz4
B,background,calculus,,3Blue1Brown,"Integration and the fundamental theorem of calculus | Chapter 8, Essence of calculus",Integration and the fundamental theorem,20.8,explainer,https://www.youtube.com/watch?v=rfG8ce4nNh0,,3100000,rfG8ce4nNh0
B,companion,calculus,rates-of-change,3Blue1Brown,"The other way to visualize derivatives | Chapter 12, Essence of calculus",Derivatives seen as stretching a number line,14.4,explainer,https://www.youtube.com/watch?v=CfW845LNObM,,3800000,CfW845LNObM
B,companion,calculus; exponentials & logarithms,doubling-and-halving; numbers-and-their-families,3Blue1Brown,"What's so special about Euler's number e? | Chapter 5, Essence of calculus",What is special about e,13.8,explainer,https://www.youtube.com/watch?v=m2MIpDrF7Es,,5100000,m2MIpDrF7Es
B,companion,calculus; geometry,measuring-rooms-and-tins,Applied Science,Mathematical integration without calculus,Mathematical integration without calculus: weighing cut-out shapes (5 min),5.8,explainer,https://www.youtube.com/watch?v=prLIBnQeMME,,117000,prLIBnQeMME
B,build seed,calculus; simulation,rates-of-change,Artem Kirsanov,Differential Equations: The Language of Change,Differential equations: the language of change,23.4,explainer,https://www.youtube.com/watch?v=vTTlzmCRwU4,,186000,vTTlzmCRwU4
B,companion,calculus,how-fast-right-now; rates-of-change,Ellie Sleightholm,Derivatives Aren't What You Think They Are,Derivatives aren't what you think they are,17.6,explainer,https://www.youtube.com/watch?v=f7f-YlVT604,,94000,f7f-YlVT604
B,companion,calculus,approaching-a-limit,Looking Glass Universe,The Basic Idea of Calculus,The basic idea of calculus (3 min),3.1,explainer,https://www.youtube.com/watch?v=6sNeE-mMYB8,,226000,6sNeE-mMYB8
B,companion,calculus,how-fast-right-now; rates-of-change,Patrick J,❖ Finding a Derivative Using the Definition of a Derivative ❖,Worked example: a derivative from the definition,7.6,worked example,https://www.youtube.com/watch?v=vzDYOHETFlo,,1100000,vzDYOHETFlo
B,companion,calculus,how-fast-right-now,Patrick J,❖ Understanding the Derivative: The Slope of the Tangent Line Explained ❖,The derivative as the slope of the tangent line,12.2,worked example,https://www.youtube.com/watch?v=2wH-g60EJ18,,526000,2wH-g60EJ18
B,companion,calculus; algebra & equations,rearranging-formulae,Sebastian Lague,Kinematic Equations (E01: introduction),Kinematic equations introduction,6.3,coding project,https://www.youtube.com/watch?v=v1V3T5BPd7E,,89000,v1V3T5BPd7E
B,companion,calculus; maths in society,rates-of-change,Technology Connections,Power is not energy: why the difference matters,Power is not energy: a rate versus an amount,52.4,explainer,https://www.youtube.com/watch?v=OOK5xkFijPc,,2200000,OOK5xkFijPc
B,companion,colour & images,pictures-worth-numbers; images-and-file-size,Branch Education,How does a camera work?,How a camera works,14.3,explainer,https://www.youtube.com/watch?v=B7Dopv6kzJA,https://nebula.tv/videos/brancheducation-how-does-a-camera-work/,1500000,B7Dopv6kzJA
B,companion,colour & images; matrices & vectors,pictures-worth-numbers,Captain Disillusion,CD / Blur,CD / Blur,9.7,explainer,https://www.youtube.com/watch?v=xDLxFGXuPEc,https://nebula.tv/videos/captaindisillusion-cd-blur/,1300000,xDLxFGXuPEc
B,companion,colour & images,drawing-frames-with-javascript,Captain Disillusion,CD / Shutter Speed,CD / Shutter speed,12.1,explainer,https://www.youtube.com/watch?v=28S47EE_opA,https://nebula.tv/videos/captaindisillusion-cd-shutter-speed/,1200000,28S47EE_opA
B,companion,colour & images,colour-contrast-and-text-size,Captain Disillusion,Mr. Flare Explains: What Color The Dress Is,What colour the dress is,2.2,explainer,https://www.youtube.com/watch?v=bg41XfnIBvk,https://nebula.tv/videos/captaindisillusion-mr-flare-explains-what-color-the-dress-is/,786000,bg41XfnIBvk
B,companion,colour & images; logic,describing-an-image,CrashCourse,Evaluating Photos & Videos: Crash Course Navigating Digital Information #7,Navigating Digital Information 7: evaluating photos and videos,13.3,lesson series,https://www.youtube.com/watch?v=p7uvqb8fcdA,,269000,p7uvqb8fcdA
B,companion,colour & images; binary & number representation,pictures-worth-numbers; everything-is-ones-and-zeros,Stand-up Maths,Manchester Mega Pixel: world's largest analogue digital image,Manchester Mega Pixel: a giant analogue digital image,10.8,explainer,https://www.youtube.com/watch?v=AvO4s3bW-qI,,159000,AvO4s3bW-qI
B,companion,colour & images; 3D graphics,pictures-worth-numbers,Stand-up Maths,Rolling Shutter Explained on the Cheap,Rolling shutter explained,8.8,explainer,https://www.youtube.com/watch?v=nP1elMR5qjc,,655000,nP1elMR5qjc
B,companion,colour & images,image-formats-and-compression; pictures-worth-numbers,Steve Mould,You've Never Seen a Real Photo,You've never seen a real photo: demosaicing and processing,18.1,explainer,https://www.youtube.com/watch?v=-DyrBDsKA5s,,2000000,-DyrBDsKA5s
B,companion,colour & images,pictures-worth-numbers; images-and-file-size,Technology Connections,These Are Not Pixels: Revisited,These are not pixels: revisited,17.1,explainer,https://www.youtube.com/watch?v=Ea6tw-gulnQ,,610000,Ea6tw-gulnQ
B,companion,colour & images,variables-and-colour; colour-contrast-and-text-size,This Place,There's no purple light,There is no purple light: how screens make colours,4.9,explainer,https://www.youtube.com/watch?v=CoLQF3cfxv0,,421000,CoLQF3cfxv0
B,companion,colour & images,drawing-frames-with-javascript,Veritasium,Persistence Of Vision,Persistence of vision: why frames look like motion,2.8,explainer,https://www.youtube.com/watch?v=bcstc1ozczQ,,836000,bcstc1ozczQ
B,companion,colour & images; how computers work,pictures-worth-numbers,engineerguy,CCD: The heart of a digital camera (how a charge-coupled device works),CCD: the heart of a digital camera,4.5,explainer,https://www.youtube.com/watch?v=wsdmt0De8Hw,,616000,wsdmt0De8Hw
B,companion,colour & images,variables-and-colour,minutephysics,White Balance is Broken,White balance is broken,8.0,explainer,https://www.youtube.com/watch?v=WADuXiMZxq4,https://nebula.tv/videos/minutephysics-white-balance-is-broken/,699000,WADuXiMZxq4
B,companion,complex numbers,when-there-is-no-real-answer; complex-roots,Morphocular,Complex Numbers Have More Uses Than You Think,Complex numbers have more uses than you think,21.8,explainer,https://www.youtube.com/watch?v=4KlvI_uK9zs,,327000,4KlvI_uK9zs
B,companion,complex numbers,complex-roots; when-there-is-no-real-answer,Patrick J,"Complex Numbers - Graphing, Adding, Subtracting","Worked example: complex numbers, graphing, adding, subtracting",4.4,worked example,https://www.youtube.com/watch?v=UU4F8hwnM7s,,80000,UU4F8hwnM7s
B,companion,complex numbers; algebra & equations,complex-roots,TheGrayCuber,Complex Roots are Weird.,Complex roots are weird,11.7,explainer,https://www.youtube.com/watch?v=ZDFsl7fqGtM,,63000,ZDFsl7fqGtM
B,companion,complex numbers,complex-roots,Welch Labs,Imaginary Numbers Are Real [Part 7: Complex Multiplication],"Imaginary numbers are real, part 7: complex multiplication",4.4,explainer,https://www.youtube.com/watch?v=YHvR8siIiD0,,899000,YHvR8siIiD0
B,companion,complex numbers; trigonometry & waves,when-there-is-no-real-answer; the-unit-circle,Welch Labs,"The most beautiful equation in math, explained visually [Euler’s Formula]","Euler's formula, visually",26.9,explainer,https://www.youtube.com/watch?v=f8CXG7dS-D0,,1800000,f8CXG7dS-D0
B,companion,compression & error correction,image-formats-and-compression,3Blue1Brown,Reinventing Entropy | Compression is Intelligence Part 1,Entropy rebuilt from scratch: why some data compresses and some does not,32.3,explainer,https://www.youtube.com/watch?v=l6DKRf-fAAM,,1500000,l6DKRf-fAAM
B,build seed,compression & error correction; games & puzzles,project-ideas,3Blue1Brown,Solving Wordle using information theory,Solving Wordle with information theory; a strong Python project seed,30.6,explainer,https://www.youtube.com/watch?v=v68zYyaEmEA,,11000000,v68zYyaEmEA
B,companion,compression & error correction; binary & number representation,bits-that-flip,Ben Eater,How do CRCs work?,How do CRCs work?,47.5,build / tutorial,https://www.youtube.com/watch?v=izG7qT0EpBw,,691000,izG7qT0EpBw
B,companion,compression & error correction; probability,leaving-it-to-chance,Steve Mould,A better description of entropy,A better description of entropy,11.7,explainer,https://www.youtube.com/watch?v=w2iTCm0xpDc,,2200000,w2iTCm0xpDc
B,companion,compression & error correction; binary & number representation,everything-is-ones-and-zeros,Veritasium,How Much Information?,How much information? (5 min),5.8,explainer,https://www.youtube.com/watch?v=zUDqI9PJpc8,,2500000,zUDqI9PJpc8
B,companion,counting & combinatorics; geometry,counting-carefully; four-questions,3Blue1Brown,"This pattern breaks, but for a good reason | Moser's circle problem",Moser's circle problem: a pattern that holds for five cases and then breaks,16.2,explainer,https://www.youtube.com/watch?v=YtkIWDE36qU,,2800000,YtkIWDE36qU
B,companion,counting & combinatorics,orders-and-choices; counting-carefully,Patrick J,"Combinations - Counting Using Combinations, Includes Word Problems",Worked example: combinations with word problems,9.9,worked example,https://www.youtube.com/watch?v=uATuM3ajhBw,,388000,uATuM3ajhBw
B,companion,counting & combinatorics,orders-and-choices; counting-carefully,Patrick J,Permutations Made Easy- Counting Using Permutations,Worked example: permutations made easy,10.5,worked example,https://www.youtube.com/watch?v=-mC_QK6dBIY,,461000,-mC_QK6dBIY
B,companion,counting & combinatorics,orders-and-choices,Patrick J,🔺 Discover Pascal's Triangle and Binomial Coefficients! 🔺,Pascal's triangle and binomial coefficients,5.7,worked example,https://www.youtube.com/watch?v=OMr9ZF1jgNc,,474000,OMr9ZF1jgNc
B,companion,counting & combinatorics; games & puzzles,counting-carefully,Physics for the Birds,How Many Ways Can You Fold a Map?,How many ways can you fold a map?,13.6,explainer,https://www.youtube.com/watch?v=sfH9uIY3ln4,,125000,sfH9uIY3ln4
B,companion,counting & combinatorics; exponentials & logarithms,counting-carefully; orders-and-choices,Stand-up Maths,"Help, our train home is making 9 quintillion stops.",A train making 9 quintillion stops,9.2,explainer,https://www.youtube.com/watch?v=48QQXpbTlVM,,1000000,48QQXpbTlVM
B,companion,counting & combinatorics; programming practice,a-college-timetable,Stand-up Maths,How many calendars are there?,How many calendars are there?,11.1,explainer,https://www.youtube.com/watch?v=mrgN-tvg53I,,147000,mrgN-tvg53I
B,companion,counting & combinatorics,counting-every-outfit,Stand-up Maths,How many different World Cup results can a team have?,How many World Cup results can a team have?,6.0,explainer,https://www.youtube.com/watch?v=btcVNMA7hYI,,69000,btcVNMA7hYI
B,companion,counting & combinatorics; probability,counting-every-outfit,Stand-up Maths,SOLUTION: Three Indistinguishable Dice Puzzle,Three indistinguishable dice puzzle (solution),28.6,explainer,https://www.youtube.com/watch?v=hBBftD7gq7Y,,451000,hBBftD7gq7Y
B,companion,counting & combinatorics; algorithms & complexity,orders-and-choices,Stand-up Maths,Superpermutations: the maths problem solved by 4chan,Superpermutations: the problem solved by 4chan,20.5,explainer,https://www.youtube.com/watch?v=OZzIvl1tbPo,,1100000,OZzIvl1tbPo
B,build seed,cryptography,project-ideas,3Blue1Brown,But how does bitcoin actually work?,"How bitcoin works: hashes, signatures, ledgers",25.3,explainer,https://www.youtube.com/watch?v=bBC-nXj3Ng4,,18000000,bBC-nXj3Ng4
B,companion,cryptography; networks & the web,what-happens-when-a-form-is-sent,Branch Education,What Exactly Happens when you Tap your Credit Card? 💳📡,What happens when you tap a credit card,30.3,explainer,https://www.youtube.com/watch?v=N_6k_jd5pnA,,373000,N_6k_jd5pnA
B,companion,cryptography,bits-that-flip,CrashCourse,Cryptography: Crash Course Computer Science #33,Computer Science 33: cryptography,12.6,lesson series,https://www.youtube.com/watch?v=jhXCTbFnK8o,,987000,jhXCTbFnK8o
B,build seed,cryptography,project-ideas,Ellie Sleightholm,Cryptography: Where Maths Meets Security,Cryptography: where maths meets security,11.9,explainer,https://www.youtube.com/watch?v=pvIIVnZKPxw,,7500,pvIIVnZKPxw
B,build seed,cryptography; numbers,project-ideas,PurpleMind,The Simple Brilliance of Modern Encryption,The simple brilliance of modern encryption (RSA),20.7,explainer,https://www.youtube.com/watch?v=XSJLyK9LlnY,,175000,XSJLyK9LlnY
B,companion,cryptography; exponentials & logarithms,doubling-and-halving,Spanning Tree,Diffie-Hellman Key Exchange: How to Share a Secret,Diffie-Hellman key exchange: sharing a secret in public,9.2,explainer,https://www.youtube.com/watch?v=85oMrKd8afY,,462000,85oMrKd8afY
B,companion,cryptography,bits-that-flip,Spanning Tree,How to Send a Secret Message,How to send a secret message,5.2,explainer,https://www.youtube.com/watch?v=I6Unxb-PFhs,,478000,I6Unxb-PFhs
B,companion,cryptography; history,bits-that-flip,Veritasium,The Insane Real Engineering of the Nazi Enigma Machine,The engineering of the Enigma machine,47.7,explainer,https://www.youtube.com/watch?v=JsBZOcqZerk,,7000000,JsBZOcqZerk
B,build seed,data files & databases; statistics & data; games & puzzles,loading-a-real-dataset; project-ideas,Sebastian Lague,I Tried Creating a Game Using Real-World Geographic Data,A game built on real-world geographic data,31.6,coding project,https://www.youtube.com/watch?v=sLqXFF8mlEU,https://nebula.tv/videos/sebastianlague-i-tried-creating-a-game-using-real-world-geographic-data/,6100000,sLqXFF8mlEU
